Size,n,freq,Simulation
615,6,13.043478260869565,1860
645,2,4.3478260869565215,1860
705,2,4.3478260869565215,1860
735,1,2.1739130434782608,1860
825,4,8.695652173913043,1860
885,3,6.521739130434782,1860
975,1,2.1739130434782608,1860
1095,1,2.1739130434782608,1861
1155,1,2.1739130434782608,1861
1215,1,2.1739130434782608,1861
1305,1,2.1739130434782608,1861
1335,1,2.1739130434782608,1861
315,1,2.1739130434782608,1861
345,2,4.3478260869565215,1861
375,1,2.1739130434782608,1861
405,2,4.3478260869565215,1861
435,2,4.3478260869565215,1861
465,3,6.521739130434782,1861
495,3,6.521739130434782,1861
525,3,6.521739130434782,1861
555,4,8.695652173913043,1861
585,4,8.695652173913043,1861
615,2,4.3478260869565215,1861
645,3,6.521739130434782,1861
675,1,2.1739130434782608,1861
705,1,2.1739130434782608,1861
735,2,4.3478260869565215,1861
855,3,6.521739130434782,1861
885,1,2.1739130434782608,1861
945,2,4.3478260869565215,1861
975,1,2.1739130434782608,1861
1155,1,2.1739130434782608,1862
1305,1,2.1739130434782608,1862
1815,1,2.1739130434782608,1862
315,1,2.1739130434782608,1862
375,3,6.521739130434782,1862
405,6,13.043478260869565,1862
435,2,4.3478260869565215,1862
465,6,13.043478260869565,1862
495,1,2.1739130434782608,1862
525,3,6.521739130434782,1862
555,2,4.3478260869565215,1862
585,4,8.695652173913043,1862
615,3,6.521739130434782,1862
675,1,2.1739130434782608,1862
705,1,2.1739130434782608,1862
735,3,6.521739130434782,1862
765,1,2.1739130434782608,1862
795,1,2.1739130434782608,1862
825,1,2.1739130434782608,1862
855,1,2.1739130434782608,1862
915,1,2.1739130434782608,1862
945,1,2.1739130434782608,1862
975,1,2.1739130434782608,1862
1335,1,2.1739130434782608,1863
315,1,2.1739130434782608,1863
375,5,10.869565217391305,1863
405,3,6.521739130434782,1863
435,3,6.521739130434782,1863
465,1,2.1739130434782608,1863
495,2,4.3478260869565215,1863
525,2,4.3478260869565215,1863
555,1,2.1739130434782608,1863
585,3,6.521739130434782,1863
615,5,10.869565217391305,1863
645,2,4.3478260869565215,1863
675,1,2.1739130434782608,1863
705,2,4.3478260869565215,1863
735,1,2.1739130434782608,1863
765,4,8.695652173913043,1863
825,2,4.3478260869565215,1863
855,2,4.3478260869565215,1863
885,2,4.3478260869565215,1863
915,2,4.3478260869565215,1863
945,1,2.1739130434782608,1863
1005,1,2.1739130434782608,1864
1095,1,2.1739130434782608,1864
1185,1,2.1739130434782608,1864
1275,1,2.1739130434782608,1864
1395,1,2.1739130434782608,1864
1995,1,2.1739130434782608,1864
315,1,2.1739130434782608,1864
345,4,8.695652173913043,1864
375,3,6.521739130434782,1864
405,4,8.695652173913043,1864
435,2,4.3478260869565215,1864
465,1,2.1739130434782608,1864
495,5,10.869565217391305,1864
525,1,2.1739130434782608,1864
555,3,6.521739130434782,1864
585,1,2.1739130434782608,1864
615,3,6.521739130434782,1864
645,2,4.3478260869565215,1864
705,1,2.1739130434782608,1864
735,3,6.521739130434782,1864
765,1,2.1739130434782608,1864
795,2,4.3478260869565215,1864
825,1,2.1739130434782608,1864
855,1,2.1739130434782608,1864
975,1,2.1739130434782608,1864
1395,1,2.1739130434782608,1865
315,1,2.1739130434782608,1865
375,2,4.3478260869565215,1865
405,4,8.695652173913043,1865
435,7,15.217391304347828,1865
465,4,8.695652173913043,1865
495,1,2.1739130434782608,1865
525,4,8.695652173913043,1865
555,1,2.1739130434782608,1865
615,5,10.869565217391305,1865
645,2,4.3478260869565215,1865
675,2,4.3478260869565215,1865
705,3,6.521739130434782,1865
735,2,4.3478260869565215,1865
765,1,2.1739130434782608,1865
795,2,4.3478260869565215,1865
825,1,2.1739130434782608,1865
885,1,2.1739130434782608,1865
915,1,2.1739130434782608,1865
945,1,2.1739130434782608,1865
1035,1,2.1739130434782608,1866
1155,1,2.1739130434782608,1866
1215,2,4.3478260869565215,1866
1275,1,2.1739130434782608,1866
315,4,8.695652173913043,1866
345,3,6.521739130434782,1866
375,2,4.3478260869565215,1866
405,2,4.3478260869565215,1866
465,1,2.1739130434782608,1866
495,1,2.1739130434782608,1866
525,2,4.3478260869565215,1866
585,4,8.695652173913043,1866
615,3,6.521739130434782,1866
645,1,2.1739130434782608,1866
675,5,10.869565217391305,1866
705,3,6.521739130434782,1866
735,2,4.3478260869565215,1866
765,4,8.695652173913043,1866
795,2,4.3478260869565215,1866
855,1,2.1739130434782608,1866
885,1,2.1739130434782608,1866
1005,2,4.3478260869565215,1867
1095,1,2.1739130434782608,1867
315,4,8.695652173913043,1867
345,3,6.521739130434782,1867
375,2,4.3478260869565215,1867
405,3,6.521739130434782,1867
435,1,2.1739130434782608,1867
465,2,4.3478260869565215,1867
495,2,4.3478260869565215,1867
525,4,8.695652173913043,1867
585,3,6.521739130434782,1867
615,3,6.521739130434782,1867
645,2,4.3478260869565215,1867
675,2,4.3478260869565215,1867
705,4,8.695652173913043,1867
735,2,4.3478260869565215,1867
765,2,4.3478260869565215,1867
825,2,4.3478260869565215,1867
855,1,2.1739130434782608,1867
885,1,2.1739130434782608,1867
1035,4,8.695652173913043,1868
1185,2,4.3478260869565215,1868
1305,1,2.1739130434782608,1868
1395,1,2.1739130434782608,1868
1425,1,2.1739130434782608,1868
315,1,2.1739130434782608,1868
345,1,2.1739130434782608,1868
375,2,4.3478260869565215,1868
405,1,2.1739130434782608,1868
435,2,4.3478260869565215,1868
465,2,4.3478260869565215,1868
495,5,10.869565217391305,1868
525,1,2.1739130434782608,1868
555,4,8.695652173913043,1868
585,1,2.1739130434782608,1868
615,6,13.043478260869565,1868
645,4,8.695652173913043,1868
675,2,4.3478260869565215,1868
705,1,2.1739130434782608,1868
735,2,4.3478260869565215,1868
915,1,2.1739130434782608,1868
975,1,2.1739130434782608,1868
1065,1,2.1739130434782608,1869
1095,1,2.1739130434782608,1869
1155,1,2.1739130434782608,1869
1305,1,2.1739130434782608,1869
345,2,4.3478260869565215,1869
375,2,4.3478260869565215,1869
405,2,4.3478260869565215,1869
435,2,4.3478260869565215,1869
465,2,4.3478260869565215,1869
495,2,4.3478260869565215,1869
525,3,6.521739130434782,1869
555,2,4.3478260869565215,1869
585,7,15.217391304347828,1869
615,5,10.869565217391305,1869
645,5,10.869565217391305,1869
705,1,2.1739130434782608,1869
735,3,6.521739130434782,1869
765,1,2.1739130434782608,1869
855,2,4.3478260869565215,1869
915,1,2.1739130434782608,1869
1005,1,2.1739130434782608,1870
1095,1,2.1739130434782608,1870
1185,1,2.1739130434782608,1870
1215,1,2.1739130434782608,1870
315,3,6.521739130434782,1870
345,3,6.521739130434782,1870
375,2,4.3478260869565215,1870
405,1,2.1739130434782608,1870
465,5,10.869565217391305,1870
495,3,6.521739130434782,1870
525,2,4.3478260869565215,1870
615,1,2.1739130434782608,1870
645,5,10.869565217391305,1870
675,3,6.521739130434782,1870
705,2,4.3478260869565215,1870
735,3,6.521739130434782,1870
765,4,8.695652173913043,1870
795,1,2.1739130434782608,1870
825,3,6.521739130434782,1870
885,1,2.1739130434782608,1870
1005,3,6.521739130434782,1871
1125,2,4.3478260869565215,1871
1155,1,2.1739130434782608,1871
1215,1,2.1739130434782608,1871
345,4,8.695652173913043,1871
375,3,6.521739130434782,1871
435,3,6.521739130434782,1871
465,2,4.3478260869565215,1871
495,3,6.521739130434782,1871
525,5,10.869565217391305,1871
555,2,4.3478260869565215,1871
585,3,6.521739130434782,1871
615,2,4.3478260869565215,1871
645,2,4.3478260869565215,1871
675,3,6.521739130434782,1871
705,1,2.1739130434782608,1871
765,1,2.1739130434782608,1871
795,1,2.1739130434782608,1871
855,2,4.3478260869565215,1871
945,2,4.3478260869565215,1871
1095,1,2.1739130434782608,1872
1125,1,2.1739130434782608,1872
1155,1,2.1739130434782608,1872
1185,2,4.3478260869565215,1872
1215,1,2.1739130434782608,1872
1425,3,6.521739130434782,1872
315,6,13.043478260869565,1872
345,1,2.1739130434782608,1872
375,5,10.869565217391305,1872
405,2,4.3478260869565215,1872
435,2,4.3478260869565215,1872
465,2,4.3478260869565215,1872
495,1,2.1739130434782608,1872
525,1,2.1739130434782608,1872
555,2,4.3478260869565215,1872
585,2,4.3478260869565215,1872
615,2,4.3478260869565215,1872
645,1,2.1739130434782608,1872
675,3,6.521739130434782,1872
705,1,2.1739130434782608,1872
735,2,4.3478260869565215,1872
765,2,4.3478260869565215,1872
885,1,2.1739130434782608,1872
915,1,2.1739130434782608,1872
1245,1,2.1739130434782608,1873
1335,1,2.1739130434782608,1873
315,1,2.1739130434782608,1873
345,5,10.869565217391305,1873
375,2,4.3478260869565215,1873
435,2,4.3478260869565215,1873
465,5,10.869565217391305,1873
525,6,13.043478260869565,1873
555,2,4.3478260869565215,1873
585,6,13.043478260869565,1873
615,4,8.695652173913043,1873
645,1,2.1739130434782608,1873
675,2,4.3478260869565215,1873
705,1,2.1739130434782608,1873
735,1,2.1739130434782608,1873
765,3,6.521739130434782,1873
825,1,2.1739130434782608,1873
855,1,2.1739130434782608,1873
945,1,2.1739130434782608,1873
1005,1,2.1739130434782608,1874
1155,1,2.1739130434782608,1874
1245,1,2.1739130434782608,1874
1425,1,2.1739130434782608,1874
315,1,2.1739130434782608,1874
345,4,8.695652173913043,1874
375,2,4.3478260869565215,1874
405,2,4.3478260869565215,1874
435,3,6.521739130434782,1874
465,2,4.3478260869565215,1874
495,1,2.1739130434782608,1874
525,3,6.521739130434782,1874
555,2,4.3478260869565215,1874
585,1,2.1739130434782608,1874
615,4,8.695652173913043,1874
645,3,6.521739130434782,1874
765,3,6.521739130434782,1874
795,3,6.521739130434782,1874
825,1,2.1739130434782608,1874
855,2,4.3478260869565215,1874
885,2,4.3478260869565215,1874
915,1,2.1739130434782608,1874
975,2,4.3478260869565215,1874
1005,1,2.1739130434782608,1875
1035,1,2.1739130434782608,1875
1095,1,2.1739130434782608,1875
1155,1,2.1739130434782608,1875
1185,1,2.1739130434782608,1875
1245,1,2.1739130434782608,1875
1305,1,2.1739130434782608,1875
315,3,6.521739130434782,1875
345,2,4.3478260869565215,1875
375,2,4.3478260869565215,1875
405,3,6.521739130434782,1875
435,1,2.1739130434782608,1875
465,3,6.521739130434782,1875
495,2,4.3478260869565215,1875
555,4,8.695652173913043,1875
585,3,6.521739130434782,1875
645,2,4.3478260869565215,1875
675,3,6.521739130434782,1875
705,4,8.695652173913043,1875
765,2,4.3478260869565215,1875
795,2,4.3478260869565215,1875
825,1,2.1739130434782608,1875
915,1,2.1739130434782608,1875
945,1,2.1739130434782608,1875
1035,1,2.1739130434782608,1876
1155,1,2.1739130434782608,1876
1245,1,2.1739130434782608,1876
1275,1,2.1739130434782608,1876
1335,1,2.1739130434782608,1876
315,4,8.695652173913043,1876
345,3,6.521739130434782,1876
375,3,6.521739130434782,1876
405,3,6.521739130434782,1876
435,1,2.1739130434782608,1876
465,4,8.695652173913043,1876
495,6,13.043478260869565,1876
525,4,8.695652173913043,1876
555,2,4.3478260869565215,1876
585,2,4.3478260869565215,1876
645,2,4.3478260869565215,1876
675,1,2.1739130434782608,1876
705,1,2.1739130434782608,1876
765,2,4.3478260869565215,1876
795,1,2.1739130434782608,1876
855,1,2.1739130434782608,1876
915,1,2.1739130434782608,1876
1065,1,2.1739130434782608,1877
1215,1,2.1739130434782608,1877
1245,1,2.1739130434782608,1877
1275,1,2.1739130434782608,1877
1425,1,2.1739130434782608,1877
315,2,4.3478260869565215,1877
345,1,2.1739130434782608,1877
375,2,4.3478260869565215,1877
405,4,8.695652173913043,1877
435,1,2.1739130434782608,1877
465,1,2.1739130434782608,1877
525,1,2.1739130434782608,1877
555,3,6.521739130434782,1877
585,5,10.869565217391305,1877
615,3,6.521739130434782,1877
645,1,2.1739130434782608,1877
675,4,8.695652173913043,1877
705,2,4.3478260869565215,1877
735,4,8.695652173913043,1877
825,2,4.3478260869565215,1877
885,1,2.1739130434782608,1877
975,4,8.695652173913043,1877
1005,1,2.1739130434782608,1878
1065,1,2.1739130434782608,1878
315,2,4.3478260869565215,1878
345,2,4.3478260869565215,1878
375,5,10.869565217391305,1878
405,1,2.1739130434782608,1878
435,3,6.521739130434782,1878
465,2,4.3478260869565215,1878
495,3,6.521739130434782,1878
525,1,2.1739130434782608,1878
555,5,10.869565217391305,1878
585,3,6.521739130434782,1878
615,1,2.1739130434782608,1878
645,1,2.1739130434782608,1878
705,3,6.521739130434782,1878
735,1,2.1739130434782608,1878
765,2,4.3478260869565215,1878
795,2,4.3478260869565215,1878
825,3,6.521739130434782,1878
855,3,6.521739130434782,1878
945,1,2.1739130434782608,1878
1005,1,2.1739130434782608,1879
1065,1,2.1739130434782608,1879
1125,1,2.1739130434782608,1879
1155,1,2.1739130434782608,1879
1185,1,2.1739130434782608,1879
315,3,6.521739130434782,1879
375,1,2.1739130434782608,1879
405,1,2.1739130434782608,1879
435,2,4.3478260869565215,1879
465,1,2.1739130434782608,1879
495,5,10.869565217391305,1879
525,1,2.1739130434782608,1879
555,6,13.043478260869565,1879
585,9,19.565217391304348,1879
615,1,2.1739130434782608,1879
645,1,2.1739130434782608,1879
705,3,6.521739130434782,1879
735,1,2.1739130434782608,1879
765,1,2.1739130434782608,1879
795,1,2.1739130434782608,1879
825,2,4.3478260869565215,1879
855,1,2.1739130434782608,1879
975,1,2.1739130434782608,1879
1035,2,4.3478260869565215,1880
1155,1,2.1739130434782608,1880
315,2,4.3478260869565215,1880
345,3,6.521739130434782,1880
375,3,6.521739130434782,1880
435,1,2.1739130434782608,1880
465,1,2.1739130434782608,1880
495,5,10.869565217391305,1880
525,6,13.043478260869565,1880
555,3,6.521739130434782,1880
585,6,13.043478260869565,1880
615,1,2.1739130434782608,1880
645,2,4.3478260869565215,1880
705,1,2.1739130434782608,1880
735,1,2.1739130434782608,1880
765,1,2.1739130434782608,1880
795,2,4.3478260869565215,1880
825,2,4.3478260869565215,1880
885,1,2.1739130434782608,1880
945,2,4.3478260869565215,1880
1155,1,2.1739130434782608,1881
1245,2,4.3478260869565215,1881
1395,1,2.1739130434782608,1881
1995,1,2.1739130434782608,1881
315,1,2.1739130434782608,1881
345,1,2.1739130434782608,1881
375,2,4.3478260869565215,1881
435,5,10.869565217391305,1881
465,3,6.521739130434782,1881
495,2,4.3478260869565215,1881
525,7,15.217391304347828,1881
555,1,2.1739130434782608,1881
585,1,2.1739130434782608,1881
615,2,4.3478260869565215,1881
645,4,8.695652173913043,1881
675,1,2.1739130434782608,1881
705,2,4.3478260869565215,1881
735,1,2.1739130434782608,1881
765,1,2.1739130434782608,1881
795,1,2.1739130434782608,1881
825,1,2.1739130434782608,1881
885,1,2.1739130434782608,1881
915,2,4.3478260869565215,1881
945,2,4.3478260869565215,1881
1155,1,2.1739130434782608,1882
1185,3,6.521739130434782,1882
1395,2,4.3478260869565215,1882
315,3,6.521739130434782,1882
375,1,2.1739130434782608,1882
405,1,2.1739130434782608,1882
465,2,4.3478260869565215,1882
495,2,4.3478260869565215,1882
525,1,2.1739130434782608,1882
555,2,4.3478260869565215,1882
585,3,6.521739130434782,1882
615,4,8.695652173913043,1882
645,2,4.3478260869565215,1882
675,1,2.1739130434782608,1882
705,2,4.3478260869565215,1882
735,3,6.521739130434782,1882
795,3,6.521739130434782,1882
825,4,8.695652173913043,1882
855,1,2.1739130434782608,1882
885,1,2.1739130434782608,1882
915,3,6.521739130434782,1882
945,1,2.1739130434782608,1882
1005,2,4.3478260869565215,1883
1125,1,2.1739130434782608,1883
1335,1,2.1739130434782608,1883
1995,1,2.1739130434782608,1883
345,1,2.1739130434782608,1883
375,3,6.521739130434782,1883
405,3,6.521739130434782,1883
435,1,2.1739130434782608,1883
465,6,13.043478260869565,1883
495,1,2.1739130434782608,1883
555,5,10.869565217391305,1883
