Size,n,freq,Simulation
675,1,1.4492753623188406,1837
705,1,1.4492753623188406,1837
765,1,1.4492753623188406,1837
795,1,1.4492753623188406,1837
1095,1,1.4492753623188406,1838
1155,1,1.4492753623188406,1838
315,8,11.594202898550725,1838
345,7,10.144927536231885,1838
375,10,14.492753623188406,1838
405,6,8.695652173913043,1838
435,6,8.695652173913043,1838
465,4,5.797101449275362,1838
495,2,2.898550724637681,1838
525,1,1.4492753623188406,1838
555,4,5.797101449275362,1838
585,5,7.246376811594203,1838
615,1,1.4492753623188406,1838
645,2,2.898550724637681,1838
675,2,2.898550724637681,1838
705,2,2.898550724637681,1838
735,1,1.4492753623188406,1838
765,1,1.4492753623188406,1838
795,3,4.3478260869565215,1838
885,1,1.4492753623188406,1838
945,1,1.4492753623188406,1838
1095,1,1.4492753623188406,1839
1125,1,1.4492753623188406,1839
315,15,21.73913043478261,1839
345,4,5.797101449275362,1839
375,11,15.942028985507244,1839
405,4,5.797101449275362,1839
435,4,5.797101449275362,1839
465,4,5.797101449275362,1839
495,3,4.3478260869565215,1839
525,2,2.898550724637681,1839
555,7,10.144927536231885,1839
585,2,2.898550724637681,1839
615,2,2.898550724637681,1839
645,4,5.797101449275362,1839
675,1,1.4492753623188406,1839
705,2,2.898550724637681,1839
